1991;19243
1992;19718
1993;19665
1994;19281
1995;19332
1996;19548
1997;19636
1998;19726
1999;20576
2000;20734
2001;20400
2002;20834
2003;20645
2004;20678
2005;20441
2006;20608
2007;20850
2008;20659
2009;21386
2010;21219
2011;21117
2012;21104
2013;20867
2014;21243
2015;21846
2016;22475
2017;22829
2018;23413
2019;24037
2020;26008
2021;24946
2022;24925
2023;26274
